License #,Dt,DBA Name,AKA Name,Facility Type,Inspection Date,License # - Flag
2009186,2010-04-15,"TRIPLE A SERVICES, 9INC.","TRIPLE A SERVCES, INC.",MOBILE FOOD DISPENSER,04/15/2010,Correct
2009190,2010-01-27,"TRIPLE A SERVICES, INC.","TRIPLE A SERVICES, INC.",MOBILE FOOD DISPENSER,01/27/2010,Correct
2009192,2010-03-09,"TRIPLE A SERVICES, INC.","TRIPLE A SERVICES, INC.",MOBILE FOOD DISPENSER,03/09/2010,Correct
2009193,2010-03-09,"TRIPLE A SERVICES, INC.","TRIPLE A SERVICES, INC.",MOBILE FOOD DISPENSER,03/09/2010,Correct
2009196,2010-01-27,"TRIPLE A SERVICES, INC.","TRIPLE A SERVICES, INC.",UNKNOWN,01/27/2010,Correct
2009198,2010-01-27,"TRIPLE A SERVICES, INC.","TRIPLE A SERVICES, INC.",MOBILE FOOD DISPENSER,01/27/2010,Correct
2009215,2012-09-25,"CREATIVE LITTLE ONES ACADEMY, INC.","CREATIVE LITTLE ONES ACADEMY, INC.",DAYCARE COMBO,09/25/2012,Correct
2009217,2010-03-09,"TRIPLE A SERVICES, INC.","TRIPLE A SERVICES, INC.",MOBILE FOOD DISPENSER,03/09/2010,Correct
2009219,2011-08-24,"TRIPLE A SERVICES, INC.","TRIPLE A SERVICES, INC.",MOBILE FOOD DISPENSER,08/24/2011,Correct
2009220,2016-10-04,"FAY'S FOOD & MEAT MARKET, INC.","FAY'S FOOD & MEAT MARKET, INC.",GROCERY STORE,10/04/2016,Correct
2009231,2016-08-15,"EASTSIDE SOCCER DOME, INC.",EASTSIDE SOCCER DOME,RESTAURANT,08/15/2016,Correct
2009240,2014-11-13,MOZART FOOD MART,MOZART FOOD MART,GROCERY STORE,11/13/2014,Correct
2009243,2010-01-27,"TRIPLE A SERVICES, INC.","TRIPLE A SERVICES, INC.",MOBILE FOOD DISPENSER,01/27/2010,Correct
2009244,2010-02-03,"TRIPLE A SERVICES, INC.","TRIPLE A SERVICES, INC.",MOBILE FOOD DISPENSER,02/03/2010,Correct
2009245,2010-01-27,"TRIPLE A SERVICES, INC.","TRIPLE A SERVICES, INC.",MOBILE FOOD DISPENSER,01/27/2010,Correct
2009247,2010-01-27,"TRIPLE A SERVICES, INC.","TRIPLE A SERVICES, INC.",MOBILE FOOD DISPENSER,01/27/2010,Correct
2009249,2010-02-03,"TRIPLE A SERVICES, INC.","TRIPLE A SERVICES, INC.",MOBILE FOOD DISPENSER,02/03/2010,Correct
2009252,2012-10-15,LITTLE ACHIEVERS ACADEMY,LITTLE ACHIEVERS ACADEMY,DAYCARE COMBO,10/15/2012,Correct
2009255,2015-12-18,CLARK GAS STATION 1,CLARK GAS STATION 1,GAS STATION,12/18/2015,Correct
2009262,2016-11-17,DUNKIN DONUTS,DUNKIN DONUTS,RESTAURANT,11/17/2016,Correct
2009263,2011-06-29,SHABUKA-THE INDIAN GRILL,SHABUKA THE INDIAN GRILL,RESTAURANT,06/29/2011,Correct
2009277,2010-03-05,ELINAS CAFE,ELINAS CAFE,RESTAURANT,03/05/2010,Correct
2009286,2010-02-03,"TRIPLE A SERVICES, INC.",MOBILE TRUCK #132,MOBILE FOOD,02/03/2010,Correct
2009293,2013-08-09,MARATHON,MARATHON,RESTAURANT,08/09/2013,Correct
2009316,2012-04-03,"RIBS AND MORE, INC.","RIBS AND MORE, INC.",RESTAURANT,04/03/2012,Correct
2009322,2010-09-16,69TH GROCERY STORE,69TH GROCERY STORE,GROCERY STORE,09/16/2010,Correct
2009342,2013-01-18,BAGEL ON DAMEN,BAGEL ON DAMEN,RESTAURANT,01/18/2013,Correct
2009343,2011-03-14,MARKOS TACOS&CAFE,MARKOS TACOS&CAFE,RESTAURANT,03/14/2011,Correct
2009348,2013-09-27,STATE STREET PIZZA COMPANY,STATE STREET PIZZA COMPANY,RESTAURANT,09/27/2013,Correct
2009349,2010-05-10,KENSINGTON GROCERY,KENSINGTON  CONIVIENCE KORNER MART,GROCERY STORE,05/10/2010,Correct
2009367,2011-08-02,ARGENTINA FOODS,ARGENTINA FOODS,GROCERY STORE,08/02/2011,Correct
2009371,2017-01-30,WILEY'S CHICKEN & RIBS,WILEY'S CHICKEN & RIBS,RESTAURANT,01/30/2017,Correct
2009382,2016-11-01,MOE'S CANTINA,MOE'S CANTINA,RESTAURANT,11/01/2016,Correct
2009400,2010-03-09,"TRIPLE A SERVICES, INC.","TRIPLE A SERVICES, INC.",MOBILE FOOD DISPENSER,03/09/2010,Correct
2009401,2010-01-27,"TRIPLE A SERVICES, INC.","TRIPLE A SERVICES, INC.",MOBILE FOOD DISPENSER,01/27/2010,Correct
2009402,2010-01-27,"TRIPLE A SERVICES, INC.","TRIPLE A SERVICES, INC.",MOBILE FOOD DISPENSER,01/27/2010,Correct
2009404,2010-01-27,"TRIPLE A SERVICES, INC.","TRIPLE A SERVICES, INC.",MOBILE FOOD DISPENSER,01/27/2010,Correct
2009408,2010-02-03,"TRIPLE A SERVICES, INC.","TRIPLE A SERVICES, INC.",MOBILE FOOD DISPENSER,02/03/2010,Correct
2009410,2010-01-27,"TRIPLE A SERVICES, INC.","TRIPLE A SERVICES, INC.",MOBILE FOOD DISPENSER,01/27/2010,Correct
2009412,2010-01-27,"TRIPLE A SERVICES, INC.",MOBILR TRUCK#183,MOBILE FOOD,01/27/2010,Correct
2009413,2011-11-07,AGEE'S PIZZERIA & GRILL,AGEE'S PIZZERIA & GRILL,RESTAURANT,11/07/2011,Correct
2009418,2014-04-15,MAMA MIA CHICAGO PIZZA,MAMA MIA CHICAGO PIZZA,RESTAURANT,04/15/2014,Correct
2009420,2010-01-27,"TRIPLE A SERVICES, INC.","TRIPLE A SERVICES, INC.",MOBILE FOOD DISPENSER,01/27/2010,Correct
2009421,2010-01-27,"TRIPLE A SERVICES, INC.","TRIPLE A SERVICES, INC.",MOBILE FOOD DISPENSER,01/27/2010,Correct
2009422,2010-01-27,"TRIPLE A SERVICES, INC.","TRIPLE A SERVICES, INC.",MOBILE FOOD DISPENSER,01/27/2010,Correct
2009445,2016-09-13,A NATURAL HARVEST HEALTH FOOD STORE,A NATURAL HARVEST HEALTH FOOD STORE,RESTAURANT,09/13/2016,Correct
2009448,2010-02-11,HONG KONG MARKET,HONG KONG MARKET,GROCERY STORE,02/11/2010,Correct
2009449,2017-06-01,MCDONALD'S #6491,MCDONALD'S,RESTAURANT,06/01/2017,Correct
2009462,2010-01-21,LOS JAZMINES,LOS JAZMINES,GROCERY STORE,01/21/2010,Correct
2009471,2017-08-22,THREE CHEFS RESTURANT,THREE CHEFS RESTURANT,RESTAURANT,08/22/2017,Correct
2009479,2010-02-24,SUN FOOD MART,SUN FOOD MART,GROCERY STORE,02/24/2010,Correct
2009488,2010-01-05,MAKIA FOOD,MAKIA FOOD,UNKNOWN,01/05/2010,Correct
2009491,2014-12-15,DOLLAR GENERAL  STORE # 12061,DOLLAR GENERAL STORE #12061,GROCERY STORE,12/15/2014,Correct
2009500,2012-08-13,EL CORRALITO OCOTLAN RESTAURANT,EL CORRALITO OCOTLAN RESTAURANT,RESTAURANT,08/13/2012,Correct
2009514,2010-07-14,KING FOOD MART,KING FOOD MART,GROCERY STORE,07/14/2010,Correct
2009515,2012-07-16,VITINO PIZZERIA,VITINO PIZZERIA,RESTAURANT,07/16/2012,Correct
2009517,2014-02-13,FAMILY DOLLAR STORES,FAMILY DOLLAR,GROCERY STORE,02/13/2014,Correct
2009524,2010-08-31,BONSOIREE,"TABLE, DONKEY AND STICK",RESTAURANT,08/31/2010,Correct
2009533,2013-10-23,STANDARD INDIA RESTAURANT,STANDARD INDIA RESTAURANT,RESTAURANT,10/23/2013,Correct
2009537,2010-04-22,LIS  STORE,LIS  STORE,GROCERY STORE,04/22/2010,Correct
2009538,2010-04-22,LIS  STORE,LIS  STORE,GROCERY STORE,04/22/2010,Correct
2009543,2017-02-27,ZAYTUNE MEDITERRANEAN GRILL,ZAYTUNE,RESTAURANT,02/27/2017,Correct
2013097,2016-08-26,ELLEN'S KITCHEN,TAQUERIA & BAR,RESTAURANT,08/26/2016,Correct
2013111,2014-12-16,GARFIELD  FOOD,GARFIELD FOOD,GROCERY STORE,12/16/2014,Correct
2013124,2015-01-06,N & A FOOD  MARKET,N & A FOOD MARKET,GROCERY STORE,01/06/2015,Correct
2013132,2010-02-02,95TH DISCOUNT STORE,95TH DISCOUNT STORE,GROCERY STORE,02/02/2010,Correct
2013184,2016-12-15,FRANCESCA'S ON CHESTNUT,FRANCESCA'S ON CHESTNUT,RESTAURANT,12/15/2016,Correct
2013185,2010-03-09,FRANCESCA'S ON CHESTNUT,FRANCESCA'S ON CHESTNUT,RESTAURANT,03/09/2010,Correct
2013203,2010-04-12,TRATTORIA CATERINA,TRATTORIA CATERINA,RESTAURANT,04/12/2010,Correct
2013206,2016-11-14,MCDONALD'S,MCDONALD'S  (T1-B11),RESTAURANT,11/14/2016,Correct
2013208,2016-11-14,MCDONALD'S,MCDONALD'S  (T1-C10),RESTAURANT,11/14/2016,Correct
2013226,2015-05-29,SUBWAY,SUBWAY,RESTAURANT,05/29/2015,Correct
2013240,2013-11-20,"A&K FOOD MARKET, INC.",A&K FOOD MARKET,GROCERY STORE,11/20/2013,Correct
2013241,2017-01-13,HALA IN,HALA IN,RESTAURANT,01/13/2017,Correct
2013259,2015-12-09,"MONTICELLO FOOD MART, INC","MONTICELLO FOOD MART, INC",GROCERY STORE,12/09/2015,Correct
2013268,2010-01-28,CYBER TACO,CYBER TACO,RESTAURANT,01/28/2010,Correct
2013269,2013-07-22,LAS TRES CAMPANITAS,LAS TRES CAMPANITAS,RESTAURANT,07/22/2013,Correct
2013290,2016-09-28,ZERO DEGREES KARAOKE BAR LLC,ZERO DEGREES RESTAURANT AND LOUNGE,RESTAURANT,09/28/2016,Correct
2013296,2013-01-08,CITGO,CITGO,GROCERY STORE,01/08/2013,Correct
2013307,2016-09-29,"PULASKI DOLLAR &FOOD, INC.","PULASKI DOLLAR & FOOD,INC.",GROCERY STORE,09/29/2016,Correct
2013312,2013-06-28,AVY'S PIZZA,AVY'S PIZZA,RESTAURANT,06/28/2013,Correct
2013324,2016-09-22,CHINA WOK,CHINA WOK,RESTAURANT,09/22/2016,Correct
2013325,2016-07-20,DUNKIN DONUTS,DUNKIN DONUTS,RESTAURANT,07/20/2016,Correct
2013328,2012-05-21,CAFE 608,CAFE 608,RESTAURANT,05/21/2012,Correct
2013331,2010-07-07,TAQUERIA EL MOLINO,EL MOLINO TAQUERIA,RESTAURANT,07/07/2010,Correct
2013337,2016-07-29,"TECH SHIELD, INC.",WIRED COFFEE,RESTAURANT,07/29/2016,Correct
2013340,2011-08-24,DUNKIN DONUTS,DUNKIN DONUTS,RESTAURANT,08/24/2011,Correct
2013341,2016-12-08,DUNKIN DONUTS,DUNKIN DONUTS,RESTAURANT,12/08/2016,Correct
2013343,2015-10-30,DUNKIN DONUTS,CITGO/DUNKIN DONUTS,RESTAURANT,10/30/2015,Correct
2013344,2010-01-05,DUNKIN DONUTS,DUNKIN DONUTS,RESTAURANT,01/05/2010,Correct
2013348,2016-09-09,CORK AND KERRY ON 33RD,CORK AND KERRY,RESTAURANT,09/09/2016,Correct
2013349,2010-06-10,CORK AND KERRY ON 33RD,CORK AND KERRY,RESTAURANT,06/10/2010,Correct
2013363,2013-01-22,QORNER FOODS,QORNER FOODS,GROCERY STORE,01/22/2013,Correct
2013367,2010-06-11,WOODS FOOD & LIQUOR,WOODS FOOD & LIQUOR,GROCERY STORE,06/11/2010,Correct
2013368,2010-06-11,WOODS FOOD & LIQUOR,WOODS FOOD & LIQUOR,GROCERY STORE,06/11/2010,Correct
2013391,2016-06-22,ADRIATIC,ADRIATIC,RESTAURANT,06/22/2016,Correct
2013410,2017-08-23,ENGLEWOOD MARKET,ENGLEWOOD MARKET,GROCERY STORE,08/23/2017,Correct
2013411,2010-02-23,ENGLEWOOD MARKET,ENGLEWOOD MARKET,GROCERY STORE,02/23/2010,Correct
2013419,2017-03-09,YSABEL'S FILIPINO CUISINE,YSABEL'S GRILL ASIAN CUISINE,RESTAURANT,03/09/2017,Correct
2013420,2010-09-17,S L PANTRY & GRILL,S L PANTRY & GRILL,GROCERY STORE,09/17/2010,Correct
2013426,2010-09-14,CAFE CON LECHE D'  NOCHE,CAFE CON LECHE & D' NOCHE,RESTAURANT,09/14/2010,Correct
2013433,2016-12-15,TAQUERIA IGUALA,TAQUERIA IGUALA,RESTAURANT,12/15/2016,Correct
2013434,2016-09-08,RESTAURANT MARISCOS NAYARIT,RESTAURANT MARISCOS NAYARIT,RESTAURANT,09/08/2016,Correct
2013448,2016-10-14,MIDWAY SUB,MIDWAY SUB,RESTAURANT,10/14/2016,Correct
2013449,2010-03-11,ADRIATIC,ADRIATIC,RESTAURANT,03/11/2010,Correct
2013453,2013-10-10,SMALL WORLD INN,SMALL WORLD INN,RESTAURANT,10/10/2013,Correct
2013454,2011-10-05,SMALL WORLD INN,SMALL WORLD INN,RESTAURANT,10/05/2011,Correct
2013457,2010-09-15,24-7 MART,24-7 MART,GROCERY STORE,09/15/2010,Correct
2013461,2010-01-14,BJ PRODUCE,BJ PRODUCE,WHOLESALE,01/14/2010,Correct
2013474,2010-01-14,SOUTH CHICAGO FOOD MARKET,SOUTH CHICAGO FOOD MARKET,GROCERY STORE,01/14/2010,Correct
2013478,2014-05-01,TACO CHINO,TACO CHINO,RESTAURANT,05/01/2014,Correct
2013495,2016-11-15,FILTER COFFEE LOUNGE,FILTER,RESTAURANT,11/15/2016,Correct
2013501,2012-08-22,THE CONTINENTAL LOUNGE,THE CONTINENTAL LOUNGE,TAVERN,08/22/2012,Correct
2013502,2010-07-22,THE CONTINENTAL LOUNGE,THE CONTINENTAL LOUNGE,TAVERN,07/22/2010,Correct
2013511,2010-09-17,LA ESPERANZA RESTAURANT III INC.,LA ESPERANZA,RESTAURANT,09/17/2010,Correct
2013538,2016-09-13,MAMA'Z BEEF,MAMA'Z BEEF,RESTAURANT,09/13/2016,Correct
2013539,2015-09-24,GOLDEN CROWN RESTAURANT,GOLDEN CROWN RESTAURANT,RESTAURANT,09/24/2015,Correct
2013570,2013-04-18,MAXWELL'S CHARCOAL GRILL,MAXWELL'S CHARCOAL GRILL,RESTAURANT,04/18/2013,Correct
2013575,2012-11-27,TASTE THAT LLC,TASTE THAT,RESTAURANT,11/27/2012,Correct
2013590,2017-02-03,DELHI DARBAR KABOB HOUSE,DELHI DARBAR KABOB HOUSE,RESTAURANT,02/03/2017,Correct
2013591,2013-03-15,KIDDY KARE PRE SCHOOL INC,KIDDY KARE PRE SCHOOL INC,CHILDREN'S SERVICES FACILITY,03/15/2013,Correct
2013614,2013-04-16,OLIVIA 'S SEA OF SOUL,OLIVIA'S SEA OF SOUL,RESTAURANT,04/16/2013,Correct
2013650,2011-02-01,CARDONA'S 2,CARDONA'S 2,RESTAURANT,02/01/2011,Correct
2013651,2012-06-21,THUNDERBIRD - ARROYO,THUNDERBIRD - ARROYO TRUCK #,MOBILE FOOD DISPENSER,06/21/2012,Correct
2013682,2014-02-24,BREW & GROW,BREW & GROW,GROCERY STORE,02/24/2014,Correct
2013696,2014-11-26,CVS/PHARMACY #8289,CVS PHARMACY,GROCERY STORE,11/26/2014,Correct
2013698,2010-02-16,CVS/PHARMACY #8289,CVS PHARMACY,LIQUOR,02/16/2010,Correct
2013707,2016-08-29,"DAALLO MEAT & GROCERY, INC",DAALLO MEAT & GROCERY,GROCERY STORE,08/29/2016,Correct
2013729,2016-09-22,LOS TRES ANGELES DE LA SALUD,LOS TRES ANGELES DE LA SALUD,RESTAURANT,09/22/2016,Correct
2013749,2017-03-30,CIRCLE K # 6711,SHELL / K,GROCERY STORE,03/30/2017,Correct
2013754,2017-05-26,CIRCLE K #6736,SHELL,GROCERY STORE,05/26/2017,Correct
2013758,2012-12-13,CIRCLE K # 6765,SHELL GAS STATION,GROCERY STORE,12/13/2012,Correct
2013762,2013-03-22,SUBWAY SANDWICHES AND SALADS,SUBWAY,RESTAURANT,03/22/2013,Correct
2013763,2010-10-28,CIRCLE K #6735,CIRCLE K,GROCERY STORE,10/28/2010,Correct
2013769,2012-07-23,HARMONY HAMBURGERS,HARMONY HAMBURGERS,RESTAURANT,07/23/2012,Correct
2013772,2014-06-03,M K POULTRY,M K POULTRY,GROCERY STORE,06/03/2014,Correct
2013791,2012-02-15,"ARMANDO'S Y SANTA BARBARA, INC",ARMANDO'S SANTA BARBARA,GROCERY STORE,02/15/2012,Correct
2013794,2010-09-17,GOOD TIMES CAFE,GOOD TIMES CAFE,HOOKA BAR,09/17/2010,Correct
2013799,2011-11-16,DOLLAR TREE #653,DOLLAR TREE #653,GROCERY STORE,11/16/2011,Correct
2013807,2011-11-15,TEDDY'S,TEDDY'S,RESTAURANT,11/15/2011,Correct
2013819,2017-02-28,THE BAR 10 DOORS,THE BAR 10 DOORS,RESTAURANT,02/28/2017,Correct
2013821,2010-04-27,THE BAR 10 DOORS,THE BAR 10 DOORS,RESTAURANT,04/27/2010,Correct
2013825,2011-05-10,TZAR,TZAR,LIQUOR,05/10/2011,Correct
2013828,2016-12-16,PARS-PERSIAN STORE,PARS-PERSIAN STORE,GROCERY STORE,12/16/2016,Correct
2013835,2010-01-11,MIS TACOS,MIS TACOS,RESTAURANT,01/11/2010,Correct
2013839,2015-11-09,J & D DELI MARKET,J & D DELI MARKET,GROCERY STORE,11/09/2015,Correct
2013854,2014-10-28,FLO & SANTO,FLO & SANTO,RESTAURANT,10/28/2014,Correct
2013855,2010-03-31,FLO & SANTO,FLO & SANTO,LIQUOR,03/31/2010,Correct
2013856,2010-03-24,FLO & SANTO,FLO & SANTO,LIQUOR,03/24/2010,Correct
2013870,2014-04-21,PIZZA & GRILL ZONE,PIZZA & GRILL ZONE,RESTAURANT,04/21/2014,Correct
2013876,2011-05-16,CINNAMON CAFE,CINNAMON CAFE,RESTAURANT,05/16/2011,Correct
2013910,2013-08-15,BIBIM BOWL,BIBIM BOWL,RESTAURANT,08/15/2013,Correct
2013912,2013-06-10,TIEN GIANG RESTAURANT,TIEN GIANG RESTAURANT,RESTAURANT,06/10/2013,Correct
2013939,2010-02-01,47TH FOOD & TOBACCO,47TH FOOD & TOBACCO,GROCERY STORE,02/01/2010,Correct
2013950,2017-05-08,SUBWAY SANDWICHES & SALADS,SUBWAY,RESTAURANT,05/08/2017,Correct
2013952,2012-05-29,I HAVE A DREAM LEARNING DAY CARE CENTER,I HAVE A DREAM LEARNING DAY CARE CENTER,DAYCARE (ABOVE AND UNDER 2 YEARS),05/29/2012,Correct
2013962,2016-12-15,KENDALL COLLEGE,KENDALL COLLEGE/CULINARY SCHOOL KITCHEN CLASSROOMS,COLLEGE,12/15/2016,Correct
2013968,2010-02-25,GOLDEN CROWN RESTAURANT,GOLDEN CROWN RESTAURANT,RESTAURANT,02/25/2010,Correct
2013974,2017-06-30,AL'S BEEF,AL'S BEEF,RESTAURANT,06/30/2017,Correct
2013998,2015-06-23,TURTLES,TURTLES,RESTAURANT,06/23/2015,Correct
2013999,2010-07-30,TURTLES,TURTLES,LIQUOR,07/30/2010,Correct
2014003,2016-10-14,TAQUERIA EL TENAMPA,HACIENDA  DEL SOL,RESTAURANT,10/14/2016,Correct
2014004,2010-05-19,TAQUERIA EL TENAMPA,HACIENDA  DEL SOL,RESTAURANT,05/19/2010,Correct
2014038,2011-10-06,JIMS ORIGINAL J TOWN,JIMS ORIGINAL J TOWN,RESTAURANT,10/06/2011,Correct
2014055,2017-04-05,SPORTS CORNER,SPORTS CORNER,RESTAURANT,04/05/2017,Correct
2014056,2010-04-01,SPORTS CORNER,SPORTS CORNER,RESTAURANT,04/01/2010,Correct
2014064,2015-11-24,TASTE OF THE ISLAND,TASTE OF THE ISLAND,JUICE AND SALAD BAR,11/24/2015,Correct
2014068,2014-06-19,LUPE DOLLAR PLUS & FOOD MART,LUPE DOLLAR PLUS & FOOD MART,GROCERY STORE,06/19/2014,Correct
2014072,2012-04-03,"REVACA FRUTAS Y LEGUMRES MEXICANAS, CO.","REVACA FRUTAS Y LEGUMRES MEXICANAS, CO.",WHOLESALE,04/03/2012,Correct
2014076,2013-09-18,KABAB CUISINE 2,KABAB CUISINE 2,RESTAURANT,09/18/2013,Correct
2014079,2013-07-19,MACY'S GYROS,MACY'S GYROS,RESTAURANT,07/19/2013,Correct
2014088,2017-01-17,SUBWAY,SUBWAY,RESTAURANT,01/17/2017,Correct
2014090,2011-03-16,TAQUITOS,TAQUITOS,RESTAURANT,03/16/2011,Correct
2014092,2012-07-06,VILLAGE OF HOPE LEARNING CENTER,VILLAGE OF HOPE LEARNING CENTER,DAYCARE COMBO,07/06/2012,Correct
2014104,2017-01-17,SUPERMARKET & TAQUERIA  CARO,SUPERMARKET & TAQUERIA CARO,GROCERY STORE,01/17/2017,Correct
2014110,2012-01-31,PROST,PROST,RESTAURANT,01/31/2012,Correct
2014112,2014-08-19,SIMPLY GREENS,SIMPLY GREENS,RESTAURANT,08/19/2014,Correct
2014141,2017-01-27,LARAMIE BAKERY & DELI,LARAMIE BAKERY & DELI,GROCERY STORE,01/27/2017,Correct
2014142,2010-04-12,LARAMIE BAKERY & DELI,LARAMIE BAKERY & DELI,GROCERY STORE,04/12/2010,Correct
2014145,2016-09-07,BIRRIERIA AGUSCALIENTES,BIRRIERIA AGUSCALIENTES,RESTAURANT,09/07/2016,Correct
2014164,2013-12-24,GT'S FAST FOOD,GT'S FAST FOOD,RESTAURANT,12/24/2013,Correct
2014183,2013-10-21,HAPPY'S PIZZA CHICAGO #3,HAPPY'S PIZZA CHICAGO #3,RESTAURANT,10/21/2013,Correct
2014184,2014-07-16,SABOR EXPRESS,SABOR EXPRESS,RESTAURANT,07/16/2014,Correct
2014197,2013-11-06,ZEE DOLLAR AND FOOD,ZEE DOLLAR AND FOOD,GROCERY STORE,11/06/2013,Correct
2014232,2017-06-22,BURNHAM PLAZA MART,BURNHAM PLAZA MART,RESTAURANT,06/22/2017,Correct
2014234,2010-07-15,BURNHAM PLAZA MART,BURNHAM PLAZA MART,RESTAURANT,07/15/2010,Correct
2014235,2010-07-15,BURNHAM PLAZA MART,BURNHAM PLAZA MART,RESTAURANT,07/15/2010,Correct
2014253,2012-01-23,ETHEL SOUL FOOD,ETHEL SOUL FOOD,RESTAURANT,01/23/2012,Correct
2014259,2010-02-05,"MADISON FOOD MART, INC","MADISON FOOD MART, INC",GROCERY STORE,02/05/2010,Correct
2014273,2015-09-04,SAWTOOTH RESTAURANT AND LOUNGE,SAWTOOTH RESTAURANT AND LOUNGE,RESTAURANT,09/04/2015,Correct
2014275,2010-07-22,SAWTOOTH RESTAURANT AND LOUNGE,SAWTOOTH RESTAURANT AND LOUNGE,RESTAURANT,07/22/2010,Correct
2014280,2012-03-27,TACO DEL MAR,TACO DEL MAR,RESTAURANT,03/27/2012,Correct
2014305,2010-03-23,LUSH WINE & SPIRITS,LUSH WINE & SPIRITS,RESTAURANT,03/23/2010,Correct
2014310,2011-06-22,"MARK II, LTD",MARK II LOUNGE,LIQUOR,06/22/2011,Correct
2014336,2010-01-28,BAGONG TAON ORIENTAL MART,BAGONG TAON ORIENTAL MART,GROCERY STORE,01/28/2010,Correct
2016649,2013-01-14,"KIDDIELAND EDUCATIONAL CENTER OF EXCELLENCE, INC.",KIDDIELAND EDUCATIONAL CENTER OF EXCELLENCE,CHILDREN'S SERVICES FACILITY,01/14/2013,Correct
2016653,2015-09-23,SOSA WIRELESS INC.,SOSA WIRELESS,GROCERY STORE,09/23/2015,Correct
2016666,2017-04-14,7-ELEVEN #33921B,7-ELEVEN,GROCERY STORE,04/14/2017,Correct
2016667,2010-04-15,7-ELEVEN #33921B,7-ELEVEN,GROCERY STORE,04/15/2010,Correct
2016671,2012-11-29,GREEN FOOD MART,GREEN FOOD MART,GROCERY STORE,11/29/2012,Correct
2016679,2014-09-18,TWINKLING STARS DAYCARE,TWINKLING STARS DAYCARE,DAYCARE (2-6 YEARS),09/18/2014,Correct
2016701,2010-02-02,CARAMELA  BAKERY,CARAMELA   BAKERY,WHOLESALE BAKERY,02/02/2010,Correct
2016716,2013-09-16,PAPI REAL TACO,PAPI REAL TACO,RESTAURANT,09/16/2013,Correct
2016725,2016-10-07,HOT WOKS COOL SUSHI,HOT WOKS COOL SUSHI,RESTAURANT,10/07/2016,Correct
2016726,2011-01-27,HOT WOKS COOL SUSHI,HOT WOKS COOL SUSHI,RESTAURANT,01/27/2011,Correct
2016727,2016-11-14,MCDONALD'S,MCDONALD'S   (T3- L4),RESTAURANT,11/14/2016,Correct
2016729,2016-11-14,MCDONALD'S,MCDONALD'S (T5/ARRIVAL),RESTAURANT,11/14/2016,Correct
2016732,2014-07-09,MCDONALD'S,MCDONALD'S,RESTAURANT,07/09/2014,Correct
2016740,2010-03-08,THUNDERBIRD CATERING,THUNDERBIRD CATERING,MOBILE FOOD DISPENSER,03/08/2010,Correct
2016742,2011-11-02,QUENCH,QUENCH,RESTAURANT,11/02/2011,Correct
2016763,2014-08-11,BUFFALO FEED THE PEOPLE RIB HOUSE INC,BUFFALO FEED THE PEOPLE RIB HOUSE,RESTAURANT,08/11/2014,Correct
2016764,2013-08-13,CAFE MARBELLA,CAFE MARBELLA,RESTAURANT,08/13/2013,Correct
2016778,2013-02-07,DANY'S MINI MART,DANNY'S MINI MART,GROCERY STORE,02/07/2013,Correct
2016779,2012-06-21,THUNDERBIRD CATERING,THUNDERBIRD CATERING TRUCK#44,MOBILE FOOD DISPENSER,06/21/2012,Correct
2016784,2010-10-04,"MARISCOS EL SENOR OSTION, INC","MARISCOS EL SENOR OSTION, INC",RESTAURANT,10/04/2010,Correct
2016793,2016-06-20,AMEER KABOB,AMEER KABOB,RESTAURANT,06/20/2016,Correct
2016797,2011-04-12,CRISTIS,CRISTIS,GROCERY STORE,04/12/2011,Correct
2016805,2013-09-09,ATINO'S PIZZA,ATINO'S PIZZA,RESTAURANT,09/09/2013,Correct
2016814,2013-10-01,MONEY SHOT RESTAURANT,MONEY SHOT RESTAURANT,RESTAURANT,10/01/2013,Correct
2016815,2010-04-19,MONEY SHOT RESTAURANT,MONEY SHOT RESTAURANT,RESTAURANT,04/19/2010,Correct
2016849,2010-12-01,"HOT MEXICAN PEPPERS, INC.","HOT MEXICAN PEPPERS, INC.",WHOLESALE,12/01/2010,Correct
2016850,2015-09-01,THE IVY LEAGUE CLUB,THE IVY LEAGUE CLUB,WRIGLEY ROOFTOP,09/01/2015,Correct
2016860,2012-12-04,CLOUD 9,CLOUD 9,RESTAURANT,12/04/2012,Correct
2016878,2010-02-11,CITGO GAS & MINI MART,CITGO GAS & MINI MART,GROCERY STORE,02/11/2010,Correct
2016888,2015-12-10,MONADNOCK TOBACCO MART EXPRESS,MONADNOCK TOBACCO MART EXPRESS,UNKNOWN,12/10/2015,Correct
2016891,2017-01-30,CHAN'S RESTAURANT,CHAN'S RESTAURANT,RESTAURANT,01/30/2017,Correct
2016897,2017-06-28,"RICE AND ROLL, INC",RICE & ROLL,RESTAURANT,06/28/2017,Correct
2016906,2013-10-23,"THREE BROTHERS FOOD MARKET, INC","THREE BROTHERS FOOD MARKET, INC",GROCERY STORE,10/23/2013,Correct
2016915,2010-06-29,"ZULLO'S MARKETS, LLC",ZULLO'S MARKET,RESTAURANT,06/29/2010,Correct
2016946,2010-12-01,"EASTSIDE SOCCER DOME, INC.",EASTSIDE SOCCER DOME,RESTAURANT,12/01/2010,Correct
2016952,2012-07-03,71ST FOOD MART INC.,71ST FOOD MART,GROCERY STORE,07/03/2012,Correct
2016979,2016-07-15,KENTUCKY FRIED CHICKEN,KENTUCKY FRIED CHICKEN,RESTAURANT,07/15/2016,Correct
