License #,Dt,DBA Name,AKA Name,Facility Type,Inspection Date,License # - Flag
2017020,2013-01-30,LAKE SHORE HEALTH CARE & REHABILITATION CENTRE LLC,THE MOSAIC OF LAKESHORE,LONG TERM CARE FACILITY,01/30/2013,Correct
2017055,2010-09-07,THEATER WIT NFP,THEATER WIT,RESTAURANT,09/07/2010,Correct
2017114,2017-03-10,ABRAM GALE,ABRAM GALE,RESTAURANT,03/10/2017,Correct
2017115,2010-08-06,ABRAM GALE,ABRAM GALE,RESTAURANT,08/06/2010,Correct
2017141,2017-02-07,GIOIA CANDY,GIOIA CANDY,CANDY / GELATO,02/07/2017,Correct
2017144,2012-10-29,DONDE ZULY Y MAARTA,DONDE ZULY Y MARTA,RESTAURANT,10/29/2012,Correct
2017145,2010-03-30,JOHN HANCOCK OBSERVATORY,LAVAZZA ESPRESSION,RESTAURANT,03/30/2010,Correct
2017149,2013-08-08,PREMIER SCHOLASTIC PRESCHOOLS,PREMIER SCHOLASTIC PRESCHOOLS,DAYCARE COMBO,08/08/2013,Correct
2017151,2010-10-13,EL BURRITO EXPRESS,EL BURRITO EXPRESS,RESTAURANT,10/13/2010,Correct
2017164,2010-02-08,SUNDAY DINNER,SUNDAY DINNER,CATERING,02/08/2010,Correct
2017189,2016-06-22,RIB PLACE INC.,RIB PLACE,RESTAURANT,06/22/2016,Correct
2017190,2012-08-24,YOUNG ACHIEVERS ACADEMY,YOUNG ACHIEVERS ACADEMY,DAYCARE COMBO,08/24/2012,Correct
2017191,2015-03-23,JUST TURKEY RESTAURANT,JUST TURKEY RESTAURANT,RESTAURANT,03/23/2015,Correct
2017194,2013-09-13,ARMY & LOU'S,ARMY & LOU'S,RESTAURANT,09/13/2013,Correct
2017200,2010-05-18,GATEWAY NEWSTANDS,GATEWAY NEWSTANDS,GROCERY STORE,05/18/2010,Correct
2017215,2011-06-22,LA FONDA CHIQUITA TLC,LA FONDA CHIQUITA,RESTAURANT,06/22/2011,Correct
2017219,2016-06-22,ECONOGAS & FOOD MART / BP GAS,ECONOGAS & FOOD MART / BP GAS,GROCERY STORE,06/22/2016,Correct
2017268,2016-12-21,LADY GREGORY'S,LADY GREGORY'S,RESTAURANT,12/21/2016,Correct
2017269,2011-06-01,"LADY GREGORY,S",LADY GREGORY'S,LIQUOR CONSUMPTION ON PREMISES.,06/01/2011,Correct
2017278,2014-12-15,GOOD EARTH MARKET,GOOD EARTH MARKET,GROCERY STORE,12/15/2014,Correct
2017282,2014-12-17,BELMONT BP,BELMONT BP,GROCERY STORE / GAS STATION,12/17/2014,Correct
2017298,2011-12-09,MARGARITA DISTRIBUTORS,MARGARITA DISTRIBUTORS,WHOLESALE,12/09/2011,Correct
2017313,2011-08-03,ALDI 16,ALDI 16,GROCERY STORE,08/03/2011,Correct
2017356,2010-04-20,GATEWAY NEWSTAND,GATEWAY NEWSTAND,GROCERY STORE,04/20/2010,Correct
2017359,2012-12-27,T TASTY HOUSE,T TASTY HOUSE,RESTAURANT,12/27/2012,Correct
2017381,2010-04-21,DOLLAR BARGAINS & GROCERY,DOLLAR BARGAINS & GROCERY,GROCERY STORE,04/21/2010,Correct
2017389,2011-06-06,SMOKING TIPS,SMOKING TIPS,RESTAURANT,06/06/2011,Correct
2017409,2017-07-13,ESSENCE MED SPA & WELLNESS CENTER,ESSENCE MED SPA & WELLNESS CENTER CAFE,RESTAURANT,07/13/2017,Correct
2017431,2016-02-17,ZULLO'S INC.,ZULLO'S,CATERING,02/17/2016,Correct
2017438,2011-10-18,MARKOS TACOS & CAFE,MARKOS TACOS & CAFE,RESTAURANT,10/18/2011,Correct
2017448,2014-02-25,SWEET D'S DINER,SWEET D'S DINER,RESTAURANT,02/25/2014,Correct
2017456,2016-02-16,M BURGER,M BURGER,RESTAURANT,02/16/2016,Correct
2017462,2013-08-15,THOMAS ORIGNAL SOUL FOOD,THOMAS ORIGNAL SOULFOOD,UNKNOWN,08/15/2013,Correct
2017470,2012-01-12,LOT'S OF LOVE COMMUNITY CENTER,LOT'S OF LOVE COMMUNITY CENTER,DAYCARE (ABOVE AND UNDER 2 YEARS),01/12/2012,Correct
2017491,2012-09-17,SPLICE KITCHEN,SPLICE KITCHEN,CATERING,09/17/2012,Correct
2017515,2011-10-24,TAQUERIA LOS COMPADRES,TAQUERIA LOS COMPADRES,RESTAURANT,10/24/2011,Correct
2017532,2013-12-09,SPROUTS ACADEMY,SPROUTS ACADEMY,CHILDREN'S SERVICES FACILITY,12/09/2013,Correct
2017548,2010-04-13,SALUTE WINEBAR,CANTINA #46,RESTAURANT,04/13/2010,Correct
2017549,2010-04-27,BE MY GUEST EVENTS,BE MY GUEST EVENTS,RESTAURANT,04/27/2010,Correct
2017564,2010-02-22,LATINO MEAT & PRODUCE,LATINO MEAT & PRODUCE,WHOLESALE,02/22/2010,Correct
2017568,2013-12-24,P & P AMERICAN & CHINESE FOOD,P & P AMERICAN & CHINESE FOOD,RESTAURANT,12/24/2013,Correct
2017570,2010-03-10,WHITE HEN PANTRY,WHITE HEN PANTRY,GROCERY STORE,03/10/2010,Correct
2017591,2010-02-08,JBJ MART,JBJ MART,GROCERY STORE,02/08/2010,Correct
2017593,2010-02-08,FLORA CONFECTIONS,FLORA CONFECTIONS,CANDY,02/08/2010,Correct
2017606,2012-03-20,JOE'S BARBECUE & FISH # 2,JOE'S BARBECUE & FISH # 2,RESTAURANT,03/20/2012,Correct
2017640,2017-03-10,ELLY'S PANCAKE HOUSE,ELLY'S PANCAKE HOUSE,RESTAURANT,03/10/2017,Correct
2017646,2014-11-25,TASTE BUD BANQUET HALL & RESTAURANT,TASTE BUD BANQUET HALL & RESTAURANT,LIQUOR,11/25/2014,Correct
2017661,2015-06-22,JUST TURKEY RESTAURANT,JUST TURKEY,RESTAURANT,06/22/2015,Correct
2017680,2012-05-08,KABOB INN,KABOB INN,RESTAURANT,05/08/2012,Correct
2017682,2010-12-07,WALGREENS # 04862,WALGREENS,GROCERY STORE,12/07/2010,Correct
2017712,2013-09-10,FIFTY FOUR ELEVEN,5411,CATERING,09/10/2013,Correct
2017713,2010-05-03,MARIS SPICES INCORPORATED 1,MARIS SPICES INCORPORATED 1,WHOLESALE,05/03/2010,Correct
2017714,2013-05-24,LAS TORRES,LAS TORRES,RESTAURANT,05/24/2013,Correct
2017724,2016-10-24,HOST INTERNATIONAL INC,LA TAPENADE T2 F19,GROCERY STORE,10/24/2016,Correct
2017742,2013-07-17,CHINA FAN,CHINA FAN,RESTAURANT,07/17/2013,Correct
2017764,2017-01-20,FARM SUPER MARKET,FARM SUPER MARKET,GROCERY STORE,01/20/2017,Correct
2017778,2013-09-18,HOLLYWOOD WINGS,HOLLYWOOD WINGS,RESTAURANT,09/18/2013,Correct
2017781,2011-11-15,NATURAL COUNTRY DELI,NATURAL COUNTRY DELI,GROCERY/CAFE,11/15/2011,Correct
2017786,2013-11-12,GYOOD!,GYOOD!,RESTAURANT,11/12/2013,Correct
2017801,2014-10-28,"R & F FOOD MART, INC.","R & F FOOD MART, INC.",GROCERY STORE,10/28/2014,Correct
2017813,2012-10-23,CREPES A LATTE THE CAFE,CREPES A LATTE THE CAFE,RESTAURANT,10/23/2012,Correct
2017840,2010-10-27,LITTLE HARVARD ACADEMY,LITTLE HARVARD ACADEMY,DAYCARE (2-6 YEARS),10/27/2010,Correct
2017847,2016-10-31,QDOBA MEXICAN EATS #2628,QDOBA MEXICAN GRILL,RESTAURANT,10/31/2016,Correct
2017863,2013-10-10,LA PROVENCE,LA PROVENCE,WHOLESALE,10/10/2013,Correct
2017876,2012-04-24,JAMBA JUICE AND AUNTIE ANNE'S,JAMBA JUICE AND AUNTIE ANNE'S,RESTAURANT,04/24/2012,Correct
2017887,2013-12-17,BEL 50,BEL 50,RESTAURANT,12/17/2013,Correct
2017890,2016-02-26,KAM CHOP SUEY,KAM CHOP SUEY,RESTAURANT,02/26/2016,Correct
2017906,2017-04-10,CHIPOTLE MEXICAN GRILL,CHIPOTLE MEXICAN GRILL,RESTAURANT,04/10/2017,Correct
2017907,2010-07-28,CHIPOTLE MEXICAN GRILL,CHIPOTLE MEXICAN GRILL,RESTAURANT,07/28/2010,Correct
2017912,2010-10-22,JIMMY'S FOOD MART,JIMMY'S FOOD MART,GROCERY STORE,10/22/2010,Correct
2017921,2013-11-15,VERIDIANA GARCIA,VERIDIANA GARCIA,RESTAURANT,11/15/2013,Correct
2017922,2017-03-09,TROPIC ISLAND JERK CHICKEN,TROPIC ISLAND JERK CHICKEN,RESTAURANT,03/09/2017,Correct
2017942,2010-03-30,"OSI INDUSTRIES,LLC","OSI INDUSTRIES,LLC",WHOLESALE,03/30/2010,Correct
2017972,2013-01-23,JAIHIND RESTAURANT,JAI  HIND VEGETARIAN RESTAURANT,RESTAURANT,01/23/2013,Correct
2017990,2010-10-18,EL MACHO TACOS,EL MACHO TACOS,RESTAURANT,10/18/2010,Correct
2017992,2016-11-29,AUGUSTA PIZZA & GRILL,AUGUSTA PIZZA & GRILL,RESTAURANT,11/29/2016,Correct
2017994,2016-03-17,FAST WOK,CHINA FAST WOK,RESTAURANT,03/17/2016,Correct
2017995,2017-05-24,SUBWAY SANDWICHES,SUBWAY SANDWICHES,RESTAURANT,05/24/2017,Correct
2020792,2011-01-18,PINOCCHIO'S  PIZZA,PINOCCHIO'S  PIZZA,RESTAURANT,01/18/2011,Correct
2020793,2013-09-12,TAQUERIA EL AQUILA INC,TAQUERIA EL AQUILA INC,RESTAURANT,09/12/2013,Correct
2020800,2016-05-02,PASADITA EXPRESS,PASADITA EXPRESS,RESTAURANT,05/02/2016,Correct
2020823,2011-01-28,PURA BELLEZA COFFEE CO.,PURA BELLEZA CAFE,RESTAURANT,01/28/2011,Correct
2020833,2013-09-10,D.A.'S DELI & CATERING,D.A.'S DELI & CATERING,CATERING,09/10/2013,Correct
2020834,2011-01-14,CHAVA GROCERY,CHAVA GROCERY,GROCERY STORE,01/14/2011,Correct
2020843,2012-06-04,DUNKIN DONUTS,DUNKIN DONUTS,RESTAURANT,06/04/2012,Correct
2020844,2017-01-04,DUNKIN DONUTS,DUNKIN DONUTS,RESTAURANT,01/04/2017,Correct
2020845,2017-01-17,DUNKIN DONUTS,DUNKIN DONUTS / BASKIN & ROBBINS,RESTAURANT,01/17/2017,Correct
2020846,2017-07-12,DUNKIN DONUTS,DUNKIN DONUTS,RESTAURANT,07/12/2017,Correct
2020847,2013-10-25,DUNKIN DONUTS,DUNKIN DONUTS,RESTAURANT,10/25/2013,Correct
2020848,2017-07-12,DUNKIN DONUTS,DUNKIN DONUTS,RESTAURANT,07/12/2017,Correct
2020849,2017-07-19,DUNKIN DONUTS,DUNKIN DONUTS / BASKIN & ROBBINS,RESTAURANT,07/19/2017,Correct
2020850,2016-05-04,DUNKIN DONUTS,DUNKIN DONUTS,DONUT SHOP,05/04/2016,Correct
2020856,2012-09-17,EAT300,EAT300,RESTAURANT,09/17/2012,Correct
2020859,2010-02-19,PASTA PUTTANA,PASTA PUTTANA,RESTAURANT,02/19/2010,Correct
2020867,2013-06-14,WING WAH LAU RESTAURANT,WING WAH LAU RESTAURANT,RESTAURANT,06/14/2013,Correct
2020869,2017-06-26,ERIC'S FOOD CENTER,ERIC'S FOOD CENTER,GROCERY STORE,06/26/2017,Correct
2020875,2012-01-06,GRAMPS PICKLES CHICAGO,GRAMPS PICKLES CHICAGO,GROCERY STORE,01/06/2012,Correct
2020878,2010-03-04,ZU'S QUICK MART,ZU'S QUIICK MART,GROCERY STORE,03/04/2010,Correct
2020893,2017-03-09,TAQUERIA LOS COMALES #11,TAQUERIA LOS COMALES #11,RESTAURANT,03/09/2017,Correct
2020894,2010-10-05,TAQUERIA LOS COMALES #11,TAQUERIA LOS COMALES #11,RESTAURANT,10/05/2010,Correct
2020967,2012-04-17,QUIZNOS SUB #13210,QUIZNOS,RESTAURANT,04/17/2012,Correct
2020986,2011-05-12,DOLCE CASA CAFE,DOLCE CASA CAFE,RESTAURANT,05/12/2011,Correct
2020991,2013-03-28,ACAPPELLA BISTRO,ACAPPELLA BISTRO,RESTAURANT,03/28/2013,Correct
2021000,2013-11-26,SIMPLES II,SIMPLES II,RESTAURANT,11/26/2013,Correct
2021003,2010-03-19,"COMMUNITY SHOPS, INC.",RALCORP FROZEN BAKERY PRODUCTS,WHOLESALE,03/19/2010,Correct
2021011,2014-09-10,S&S DELI,S&S DELI,GROCERY STORE,09/10/2014,Correct
2021035,2015-12-18,EMBASSY GIFTS,EMBASSY GIFTS,RESTAURANT,12/18/2015,Correct
2021062,2012-01-30,HALSTED FOOD MARKET,HALSTED FOOD MARKET,RESTAURANT,01/30/2012,Correct
2021084,2017-03-20,AZUCAR,PANADERIA AZUCAR,BAKERY,03/20/2017,Correct
2021094,2013-09-19,HALSTED STREET DELI,HALSTED STREET DELI,RESTAURANT,09/19/2013,Correct
2021113,2010-03-04,"TAQUERIA PUEBLO NUEVO, INC.",TAQUERIA PUEBLO NUEVO,RESTAURANT,03/04/2010,Correct
2021119,2010-03-04,VILLANUEVA GROCERY STORE,VILLANUEVA GROCERY STORE,GROCERY STORE,03/04/2010,Correct
2021121,2015-10-02,BELLY BUSTERS GRILL INC,BELLY BUSTERS GRILL INC,RESTAURANT,10/02/2015,Correct
2021155,2016-09-09,QUAY,QUAY RESTAURANT & BAR,RESTAURANT,09/09/2016,Correct
2021157,2011-07-01,QUAY,QUAY RESTAURANT & BAR,RESTAURANT,07/01/2011,Correct
2021170,2017-03-03,GORDITAS SANTIAGO,GORDITAS SANTIAGO,RESTAURANT,03/03/2017,Correct
2021187,2012-09-14,ASIAN CHAO & VILLA ITALIAN,ASIAN CHAO & VILLA ITALIAN,RESTAURANT,09/14/2012,Correct
2021197,2010-04-06,ORANGE 2ND,ORANGE 2ND,LIQUOR,04/06/2010,Correct
2021228,2010-04-09,CHRISTOPHER RANCH,CHRISTOPHER RANCH,WHOLESALE,04/09/2010,Correct
2021231,2012-05-07,THE ORIGINAL MAXWELL STREET & MORE,THE ORIGINAL MAXWELL STREET & MORE,RESTAURANT,05/07/2012,Correct
2021256,2010-04-22,METRO MARKET,METRO MARKET,GROCERY STORE,04/22/2010,Correct
2021273,2011-03-23,ALDI'S,ALDI'S,GROCERY STORE,03/23/2011,Correct
2021278,2010-06-09,ELLEN'S KITCHEN,TAQUERIA & BAR,RESTAURANT,06/09/2010,Correct
2021286,2014-05-12,MIDWAY FOOD & LIQUORS NO. 2,MIDWAY FOOD & LIQUORS NO. 2,GROCERY STORE,05/12/2014,Correct
2021288,2010-06-28,MIDWAY FOOD & LIQUORS NO. 2,MIDWAY FOOD & LIQUORS NO. 2,GROCERY STORE,06/28/2010,Correct
2021306,2013-10-21,CHIZAKAYA,CHIZAKAYA,RESTAURANT,10/21/2013,Correct
2021307,2010-07-29,CHIZAKAYA,CHIZAKAYA,RESTAURANT,07/29/2010,Correct
2021317,2013-10-31,NOBLE TREE,NOBLE TREE,RESTAURANT,10/31/2013,Correct
2021329,2017-03-30,CHICAGO Q,CHICAGO Q,RESTAURANT,03/30/2017,Correct
2021330,2010-08-10,CHICAGO Q,CHICAGO Q,LIQUOR,08/10/2010,Correct
2021334,2012-10-24,AL PRIMO CANTO,AL PRIMO CANTO,RESTAURANT,10/24/2012,Correct
2021336,2010-03-30,AL PRIMO CANTO,AL PRIMO CANTO,RESTAURANT,03/30/2010,Correct
2021337,2015-06-05,PANADERIA TOLITA,PANADERIA TOLITA,BAKERY,06/05/2015,Correct
2021345,2012-12-17,INFUSION CAFE,INFUSION CAFE,RESTAURANT,12/17/2012,Correct
2021346,2010-10-28,INFUSION CAFE,INFUSION CAFE,LIQUOR,10/28/2010,Correct
2021349,2010-06-30,SO GONG DONG TOFU HOUSE,SO GONG DONG TOFU HOUSE,RESTAURANT,06/30/2010,Correct
2021350,2017-08-18,LEADER BAR,LEADER BAR,RESTAURANT,08/18/2017,Correct
2021351,2011-01-06,IRVING SACRAMENTO,LEADER BAR,RESTAURANT,01/06/2011,Correct
2021362,2010-04-08,ASIMEXFOODS,ASIXMEFOODS,WHOLESALE,04/08/2010,Correct
2021365,2014-03-14,MARATHON,PULASKI MAXWELL STREET,RESTAURANT,03/14/2014,Correct
2021367,2017-05-26,ANMOL RESTAURANT,ANMOL RESTAURANT,RESTAURANT,05/26/2017,Correct
2021385,2010-10-06,ME-ME ONE STOP,ME-ME ONE STOP,GROCERY STORE,10/06/2010,Correct
2021411,2012-09-11,CAPTIN SHARKS,CAPTAIN SHARKS,RESTAURANT,09/11/2012,Correct
2021415,2010-08-17,KROLL'S SOUTH LOOP,KROLL'S SOUTH LOOP,RESTAURANT,08/17/2010,Correct
2021433,2013-09-12,J & W JAMAICAN JERK RESTAURANT,J & W JAMAICAN JERK RESTAURANT,RESTAURANT,09/12/2013,Correct
2021447,2015-11-03,BP,BP,GROCERY STORE,11/03/2015,Correct
2021451,2010-04-22,FAMILY TIME EATERY & SNACK SHOP,FAMILY TIME EATERY & SNACK SHOP,GROCERY STORE,04/22/2010,Correct
2021458,2010-03-02,FOILED CUPCAKES,FOILED CUPCAKES,RESTAURANT,03/02/2010,Correct
2021490,2013-09-12,HOWARD GROCERIES & PLUS,HOWARD GROCERIES & PLUS,GROCERY STORE,09/12/2013,Correct
2021498,2017-04-05,JASON WOK,JASON'S WOK,RESTAURANT,04/05/2017,Correct
2021516,2014-10-23,MADISON  STREET BURGERS,ABE'S SUPER DOG,RESTAURANT,10/23/2014,Correct
2021532,2011-04-27,CHILAPAN,CHILAPAN,RESTAURANT,04/27/2011,Correct
2021534,2015-11-09,FRIENDSHIP ON THE LAKE,FRIENDSHIP ON THE LAKE,RESTAURANT,11/09/2015,Correct
2021536,2010-05-06,FRIENDSHIP ON THE LAKE,FRIENDSHIP ON THE LAKE,RESTAURANT,05/06/2010,Correct
2021538,2016-06-03,MANJARES AL EXPRESS,MANJARES AL EXPRESS,RESTAURANT,06/03/2016,Correct
2021552,2017-01-10,PIZZERIA SERIO COMPANY,PIZZERIA SERIO,RESTAURANT,01/10/2017,Correct
2021558,2013-09-13,ARAMARK,ARAMARK,SPECIAL EVENT,09/13/2013,Correct
2021559,2015-05-26,ARAMARK,ARAMARK,SPECIAL EVENT,05/26/2015,Correct
2021562,2013-09-13,ARAMARK,ARAMARK,SPECIAL EVENT,09/13/2013,Correct
2021564,2010-04-09,CHERYL L SMITH,OAK ICE CREAM,MOBILE FOOD DISPENSER,04/09/2010,Correct
2021580,2012-02-28,7-ELEVEN #33809J,7-ELEVEN,GROCERY STORE,02/28/2012,Correct
2021583,2013-11-07,7-ELEVEN,7-ELEVEN,GROCERY STORE,11/07/2013,Correct
2021584,2010-05-13,7-ELEVEN,7-ELEVEN,GROCERY STORE,05/13/2010,Correct
2021600,2017-04-05,ARA ON,ARA ON,RESTAURANT,04/05/2017,Correct
2021602,2010-04-27,ARA ON,ARA ON,RESTAURANT,04/27/2010,Correct
2021603,2010-04-27,ARA ON,ARA ON,RESTAURANT,04/27/2010,Correct
2021604,2010-04-27,ARA ON,ARA ON,RESTAURANT,04/27/2010,Correct
2021608,2017-07-27,ALDI STORE #32,ALDI FOODS,GROCERY STORE,07/27/2017,Correct
2021609,2011-03-15,ALDI STORE #32,ALDI FOODS,GROCERY STORE,03/15/2011,Correct
2021618,2016-06-27,THE UNIT,THE UNIT,GROCERY STORE,06/27/2016,Correct
2021643,2010-03-12,79TH FOOD INC,79TH FOOD INC,GROCERY STORE,03/12/2010,Correct
2021653,2014-10-28,LIFE'S A CABERNET,LIFE'S A CABERNET,LIQUOR,10/28/2014,Correct
2021658,2010-03-30,BALANCED SUPPLY INC.,BALANCED SUPPLY INC.,WHOLESALE,03/30/2010,Correct
2021666,2013-04-11,DOCK'S,DOCK'S,RESTAURANT,04/11/2013,Correct
2021669,2014-08-07,"LAFERIR INTERNET CAFE & GIFT SHOP, INC","LAFERIR INTERNET CAFE & GIFT SHOP, INC",RESTAURANT,08/07/2014,Correct
2021675,2016-12-14,REME FOOD INC.,REME FOOD INC.,GROCERY STORE,12/14/2016,Correct
2021688,2017-03-30,BALE SANDWICH AND BAKERY,BA LE SANDWICH AND BAKERY,RESTAURANT,03/30/2017,Correct
2021695,2010-10-01,MI  CABANITA,MI CABANITA,RESTAURANT,10/01/2010,Correct
2021699,2010-11-23,GRAND CAFE,GRAND COFFEE SHOP,RESTAURANT,11/23/2010,Correct
2021712,2010-04-13,TILTED KILT PUB & EATERY,TILTED KILT PUB & EATERY,RESTAURANT,04/13/2010,Correct
2021735,2010-10-29,TASTE OF JOI RESTAURANT CAFE B,TASTE  OF JOI RESTAURANT,RESTAURANT,10/29/2010,Correct
2021748,2013-02-14,EDEN'S HOUSE,EDEN'S HOUSE,RESTAURANT,02/14/2013,Correct
2021749,2010-11-12,EDEN'S HOUSE,EDEN'S HOUSE,RESTAURANT,11/12/2010,Correct
2021757,2010-04-05,CHICAGO NEWS & GIFTS,CHICAGO NEWS & GIFTS,GROCERY STORE,04/05/2010,Correct
2021764,2017-05-04,CHOP TOUHY,MAIN PIZZA CHALAVI,RESTAURANT,05/04/2017,Correct
2021771,2012-12-13,BARISTA ESPRESSO,CHICAGO'S LEGAL CAFE,RESTAURANT,12/13/2012,Correct
2021787,2012-11-09,CHICKIES ON TAYLOR,CHICKIES ON TAYLOR,RESTAURANT,11/09/2012,Correct
2021795,2010-03-10,CAMP AL GELANY GROCERY,CAMP AL GELANY GROCERY,UNKNOWN,03/10/2010,Correct
2021803,2010-12-10,S L GRILL,S L GRILL,RESTAURANT,12/10/2010,Correct
2021807,2011-11-16,RENDEZVOUS BISTRO,RENDEZVOUS BISTRO,RESTAURANT,11/16/2011,Correct
2021825,2017-01-04,SUN FRESH MARKET & DELI,SUN FRESH MARKET & DELI,GROCERY STORE,01/04/2017,Correct
2021827,2015-11-16,"STOP SHOP MINI MARKET, INC","STOP SHOP MINI MARKET, INC",GROCERY STORE,11/16/2015,Correct
2021834,2012-12-06,AURORA CHICAGO LAKESHORE HOSPITAL,AURORA CHICAGO LAKESHORE HOSPITAL,HOSPITAL,12/06/2012,Correct
2021835,2010-03-16,ANITA CE'S,ANITA CE'S,BAKERY,03/16/2010,Correct
2021850,2010-04-05,A & W DOLLAR PLUS,A & W DOLLAR PLUS,GROCERY STORE,04/05/2010,Correct
2021862,2012-09-04,ALL ABOUT KIDS LEARNING ACADEMY,ALL ABOUT KIDS LEARNING ACADEMY,DAYCARE COMBO,09/04/2012,Correct
2021888,2013-04-05,MRS. FIELDS COOKIES,MRS. FIELDS COOKIES,RESTAURANT,04/05/2013,Correct
2021890,2013-09-18,CAFE AVANTI,CAFE AVANTI,UNKNOWN,09/18/2013,Correct
2021899,2017-07-21,"INDO-PAK MEAT&GROCERY,LLC",INDO-PAK MEAT & GROCERY,GROCERY STORE,07/21/2017,Correct
2021909,2014-09-08,LALIBELA RESTAURANT,LALIBELA RESTAURANT,RESTAURANT,09/08/2014,Correct
2021937,2015-12-14,THE WORM HOLE,WH,RESTAURANT,12/14/2015,Correct
2021945,2011-07-01,QUAY,QUAY RESTAURANT & BAR,RESTAURANT,07/01/2011,Correct
2021950,2011-08-23,CVS/PHARMACY # 4793,CVS/PHARMACY # 4793,GROCERY STORE,08/23/2011,Correct
2021957,2013-01-15,CARNIVORE COMPANY,CARNIVORE,RESTAURANT,01/15/2013,Correct
2021970,2012-11-16,FRANKIE Z'S CLARK BAR,FRANKIE Z'S CLARK BAR,RESTAURANT,11/16/2012,Correct
2021972,2010-06-10,FRANKIE Z'S CLARK BAR,FRANKIE Z'S CLARK BAR,RESTAURANT,06/10/2010,Correct
2021984,2011-10-26,FAMILY BARGAINS,FAMILY BARGAINS,GROCERY STORE,10/26/2011,Correct
2021994,2014-07-17,TWISTED LIZARD,TWISTED LIZARD,RESTAURANT,07/17/2014,Correct
2022043,2014-10-23,MAYANA CHOCOLATE,JR DESSERT BAKERY,BAKERY,10/23/2014,Correct
2022079,2010-05-04,PIZZERIA SERIO COMPANY,PIZZERIA SERIO,RESTAURANT,05/04/2010,Correct
2022084,2010-11-18,BIRRIERIA Y TAQUERIA EL CHIVITO,BIRRIERIA Y TAQUERIA EL CHIVITO,RESTAURANT,11/18/2010,Correct
2022089,2016-10-07,DOOSTAN RESTAURANT PERSIANS AND MEDITERRANEAN CUIS,TURKISH CUISINE,RESTAURANT,10/07/2016,Correct
2022109,2017-02-23,SOL DE MEXICO TIERRA AZTECA,SOL DE MEXICO TIERRA AZTECA,RESTAURANT,02/23/2017,Correct
2022110,2010-04-09,SOL DE MEXICO TIERRA AZTECA,SOL DE MEXICO TIERRA AZTECA,RESTAURANT,04/09/2010,Correct
2022115,2010-10-18,FRESH LINE CHOICES,FRESH LINE CHOICES,GROCERY STORE,10/18/2010,Correct
2022121,2011-02-23,PAPPARDELLE'S PASTA,PAPPARDELLE'S PASTA,RESTAURANT,02/23/2011,Correct
2022125,2016-11-21,"COYOTES RESTAURANT, INC.","COYOTES RESTAURANT, INC.",RESTAURANT,11/21/2016,Correct
2022128,2010-03-23,AMY PETERSON CHOCOLATES,AMY PETERSON CHOCOLATES,CANDY MAKER,03/23/2010,Correct
2022158,2017-03-10,"PIEROGI HEAVEN, INC.",PIEROGI HEAVEN,RESTAURANT,03/10/2017,Correct
2022165,2015-12-09,THE ORIGINAL MARGIES MAXWELL'S,THE ORIGINAL MARGIES MAXWELL'S,RESTAURANT,12/09/2015,Correct
2022168,2010-08-30,GENES SAUSAGE SHOP AT DELI MEYER,GENES SAUSAGE SHOP,GROCERY STORE,08/30/2010,Correct
2022186,2012-10-01,BLESS HANDS,BLESS HANDS,RESTAURANT,10/01/2012,Correct
2022208,2014-02-25,ALBANY  FOOD  MARKET,ALBANY  FOOD MARKET,GROCERY STORE,02/25/2014,Correct
2022216,2010-05-03,"CHRISSY,INC","CHRISSY,INC",GROCERY STORE,05/03/2010,Correct
2022226,2012-01-06,BRICKS ON THE RUN,BRICKS ON THE RUN,RESTAURANT,01/06/2012,Correct
2022230,2014-09-30,XTRA HEALTH,XTRA HEALTH,GROCERY STORE,09/30/2014,Correct
2022236,2015-02-20,MID-CITY CARDS & GIFTS,MID-CITY CARDS & GIFTS,GROCERY STORE,02/20/2015,Correct
2022257,2011-07-15,CHANTICO MEXICAN GRILL,CHANTICO MEXICAN GRILL,RESTAURANT,07/15/2011,Correct
2022280,2011-11-30,THE LOFT SPORTS BAR,THE LOFT SPORTS BAR,TAVERN,11/30/2011,Correct
2022291,2010-04-20,CASA ANTIGUA,CASA ANTIGUA,RESTAURANT,04/20/2010,Correct
2022304,2014-11-14,HOT RED GRILL,HOT ROD GRILL,RESTAURANT,11/14/2014,Correct
2022347,2010-03-17,AWAPALIMA,AWAPALIMA,WHOLESALE,03/17/2010,Correct
2022350,2016-08-30,PUMP ROOM,PUBLIC CHICAGO HOTEL,RESTAURANT,08/30/2016,Correct
2022351,2010-06-24,PUMP ROOM,PUBLIC CHICAGO HOTEL,RESTAURANT,06/24/2010,Correct
2022354,2010-06-24,AMBASSADOR EAST HOTEL,AMBASSADOR EAST HOTEL,HOTEL,06/24/2010,Correct
2022370,2010-03-16,DISCOUNT CENTER,DISCOUNT CENTER,GROCERY STORE,03/16/2010,Correct
2022378,2013-01-14,TASTE  OF CHINA,TASTE OF CHINA,RESTAURANT,01/14/2013,Correct
2022387,2017-06-15,THE PORTAGE,COCHINITA,RESTAURANT,06/15/2017,Correct
2022388,2010-06-01,THE PORTAGE,COCHINITA,RESTAURANT,06/01/2010,Correct
2022403,2010-05-18,312 CHICAGO,312 CHICAGO,RESTAURANT,05/18/2010,Correct
2026149,2012-12-05,ROYAL KITCHEN,CHINESE ROYAL KITCHEN,RESTAURANT,12/05/2012,Correct
